"","Date","DailyVisits","MaxTemp","MinTemp","Precipitation","Snowfall","SnowDepth"
"1928",1998-04-13,1987,44,35,0.1,0,0
"1929",1998-04-14,1725,39,34,0.05,0,0
"1930",1998-04-15,1374,39,26,0.31,0.5,0
"1931",1998-04-16,1973,41,23,0,0,0
"1932",1998-04-17,1849,44,32,0.05,0,0
"1933",1998-04-18,2816,44,28,0,NA,0
"1934",1998-04-19,2173,38,27,0,0,0
"1935",1998-04-20,1778,46,27,0,0,0
"1936",1998-04-21,1970,54,35,0,0,0
"1937",1998-04-22,2288,64,39,0,0,0
"1938",1998-04-23,2025,69,47,0,0,0
"1939",1998-04-24,2262,73,55,0,0,0
"1940",1998-04-25,3604,57,40,0,0,0
"1941",1998-04-26,2896,51,36,0,0,0
"1942",1998-04-27,2328,50,33,0,0,0
"1943",1998-04-28,2911,57,35,0,0,0
"1944",1998-04-29,2446,61,40,0,0,0
"1945",1998-04-30,2332,69,46,0,0,0
"1946",1998-05-01,2882,61,39,0,0,0
"1947",1998-05-02,3758,55,34,0,0,0
"1948",1998-05-03,4356,75,42,0,0,0
"1949",1998-05-04,2891,65,47,0,0,0
"1950",1998-05-05,3086,69,39,0.05,0,0
"1951",1998-05-06,3060,60,38,0,0,0
"1952",1998-05-07,2914,43,31,0,0,0
"1953",1998-05-08,2977,36,31,0,0,0
"1954",1998-05-09,4395,46,32,0,0,0
"1955",1998-05-10,6108,51,42,0.05,0,0
"1956",1998-05-11,2839,45,37,1.71,0,0
"1957",1998-05-12,4384,57,38,0.02,0,0
"1958",1998-05-13,4614,72,45,0,0,0
"1959",1998-05-14,4226,72,43,0.05,0,0
"1960",1998-05-15,4972,60,44,0,0,0
"1961",1998-05-16,7191,69,44,0,0,0
"1962",1998-05-17,7484,75,43,0,0,0
"1963",1998-05-18,5851,75,50,0,0,0
"1964",1998-05-19,6047,65,48,0,0,0
"1965",1998-05-20,5769,68,48,0.04,0,0
"1966",1998-05-21,5435,58,48,0.83,0,0
"1967",1998-05-22,6896,58,44,0.02,0,0
"1968",1998-05-23,10900,52,42,0.14,0,0
"1969",1998-05-24,15059,52,41,0.04,0,0
"1970",1998-05-25,10473,60,44,0.06,0,0
"1971",1998-05-26,6833,66,50,0.16,0,0
"1972",1998-05-27,7571,76,53,0.03,0,0
"1973",1998-05-28,7575,71,54,0,0,0
"1974",1998-05-29,7800,70,53,0,0,0
"1975",1998-05-30,9246,78,52,0,0,0
"1976",1998-05-31,10170,68,46,0,0,0
"1977",1998-06-01,11506,71,56,0,0,0
"1978",1998-06-02,10541,59,32,0.11,0,0
"1979",1998-06-03,11931,38,30,0.55,0,0
"1980",1998-06-04,14714,39,31,0.55,0,0
"1981",1998-06-05,14048,48,33,0.45,NA,0
"1982",1998-06-06,17065,52,37,0,0,0
"1983",1998-06-07,11321,52,37,0.53,0,0
"1984",1998-06-08,15838,47,38,0.6,0,0
"1985",1998-06-09,17210,55,40,0.06,0,0
"1986",1998-06-10,15739,69,NA,0,0,0
"1987",1998-06-11,13816,61,48,0.05,0,0
"1988",1998-06-12,15341,72,50,0,0,0
"1989",1998-06-13,14923,60,50,0.5,0,0
"1990",1998-06-14,17724,60,44,0.02,0,0
"1991",1998-06-15,19605,61,45,0,0,0
"1992",1998-06-16,19903,65,47,0.1,0,0
"1993",1998-06-17,14595,53,46,0.72,0,0
"1994",1998-06-18,14786,58,40,1.51,0,0
"1995",1998-06-19,18804,76,40,0.31,0,0
"1996",1998-06-20,18508,64,47,0,0,0
"1997",1998-06-21,19303,64,50,0,0,0
"1998",1998-06-22,19290,70,49,0.04,0,0
"1999",1998-06-23,20149,73,50,0.14,0,0
"2000",1998-06-24,17715,79,54,0,0,0
"2001",1998-06-25,18485,82,53,0,0,0
"2002",1998-06-26,17993,80,60,0,0,0
"2003",1998-06-27,20035,70,52,0,0,0
"2004",1998-06-28,21355,72,51,0,0,0
"2005",1998-06-29,22569,74,51,0,0,0
"2006",1998-06-30,22670,69,55,0,0,0
"2007",1998-07-01,20171,72,57,0.17,0,0
"2008",1998-07-02,19124,78,57,0.21,0,0
"2009",1998-07-03,34462,79,58,0.28,0,0
"2010",1998-07-04,29841,73,56,0.47,0,0
"2011",1998-07-05,33012,80,56,0.06,0,0
"2012",1998-07-06,23121,70,61,0.17,0,0
"2013",1998-07-07,25599,78,57,0.05,0,0
"2014",1998-07-08,22247,75,57,0.66,0,0
"2015",1998-07-09,23268,77,62,0.11,0,0
"2016",1998-07-10,24740,79,62,0,0,0
"2017",1998-07-11,23164,86,66,0,0,0
"2018",1998-07-12,23981,83,66,0,0,0
"2019",1998-07-13,26322,85,66,0,0,0
"2020",1998-07-14,25682,86,68,0,0,0
"2021",1998-07-15,24349,78,61,0,0,0
"2022",1998-07-16,22121,85,61,0,0,0
"2023",1998-07-17,21327,84,70,0.32,0,0
"2024",1998-07-18,23323,94,69,0,0,0
"2025",1998-07-19,24472,86,67,0,0,0
"2026",1998-07-20,25440,92,69,0,0,0
"2027",1998-07-21,26430,71,62,0,0,0
"2028",1998-07-22,24824,69,55,0,0,0
"2029",1998-07-23,23458,64,56,0.08,0,0
"2030",1998-07-24,23282,74,56,0.47,0,0
"2031",1998-07-25,25922,71,60,0.11,0,0
"2032",1998-07-26,27518,79,59,0,0,0
"2033",1998-07-27,27402,80,58,0,0,0
"2034",1998-07-28,24882,75,62,0.08,0,0
"2035",1998-07-29,18873,65,55,0.27,0,0
"2036",1998-07-30,26616,59,53,0.1,0,0
"2037",1998-07-31,25772,69,53,0.03,0,0
"2038",1998-08-01,25220,69,56,0.21,0,0
"2039",1998-08-02,30133,71,57,0.03,0,0
"2040",1998-08-03,23122,66,57,0.13,0,0
"2041",1998-08-04,28213,62,54,0.12,0,0
"2042",1998-08-05,29897,69,54,0,0,0
"2043",1998-08-06,32285,74,57,0,0,0
"2044",1998-08-07,25589,77,57,0,0,0
"2045",1998-08-08,27825,82,61,0.22,0,0
"2046",1998-08-09,32790,77,60,0,0,0
"2047",1998-08-10,22417,77,54,1.65,0,0
"2048",1998-08-11,26871,73,54,0.47,0,0
"2049",1998-08-12,24417,76,58,0,0,0
"2050",1998-08-13,22040,84,62,0,0,0
"2051",1998-08-14,21354,77,63,0,0,0
"2052",1998-08-15,21803,79,59,0,0,0
"2053",1998-08-16,20594,80,66,0,0,0
"2054",1998-08-17,19472,79,66,0,0,0
"2055",1998-08-18,19780,86,59,0.23,0,0
"2056",1998-08-19,19123,75,64,0.03,0,0
"2057",1998-08-20,16344,75,57,0.34,0,0
"2058",1998-08-21,16962,76,57,0.41,0,0
"2059",1998-08-22,18550,84,59,0,0,0
"2060",1998-08-23,15431,78,NA,0,0,0
"2061",1998-08-24,14450,68,54,0,0,0
"2062",1998-08-25,14636,77,53,0,0,0
"2063",1998-08-26,13188,83,54,0,0,0
"2064",1998-08-27,11792,78,62,0,0,0
"2065",1998-08-28,12051,84,65,0,0,0
"2066",1998-08-29,11475,83,62,0,0,0
"2067",1998-08-30,13009,81,62,0,0,0
"2068",1998-08-31,10186,77,55,0,0,0
"2069",1998-09-01,8654,78,65,0,0,0
"2070",1998-09-02,8671,88,68,0,0,0
"2071",1998-09-03,8707,90,70,0,0,0
"2072",1998-09-04,9863,93,71,0,0,0
"2073",1998-09-05,16743,85,73,0,0,0
"2074",1998-09-06,19023,76,57,0,0,0
"2075",1998-09-07,12032,74,56,0,0,0
"2076",1998-09-08,9187,82,62,0,0,0
"2077",1998-09-09,10098,91,72,0,0,0
"2078",1998-09-10,10423,90,67,0,0,0
"2079",1998-09-11,10077,75,64,0,0,0
"2080",1998-09-12,11196,75,62,0,0,0
"2081",1998-09-13,11209,67,51,1.15,0,0
"2082",1998-09-14,16060,69,53,0.05,0,0
"2083",1998-09-15,10536,70,55,0,0,0
"2084",1998-09-16,10163,79,58,0,0,0
"2085",1998-09-17,9942,82,67,0,0,0
"2086",1998-09-18,9875,87,64,0,0,0
"2087",1998-09-19,10059,73,52,0,0,0
"2088",1998-09-20,7221,54,41,0.95,0,0
"2089",1998-09-21,8062,42,34,0.73,0,0
"2090",1998-09-22,10880,59,37,0,0,0
"2091",1998-09-23,8139,63,37,0,0,0
"2092",1998-09-24,7810,71,49,0,0,0
"2093",1998-09-25,7396,77,51,0,0,0
"2094",1998-09-26,7825,67,48,0,0,0
"2095",1998-09-27,7660,72,44,0,0,0
"2096",1998-09-28,6841,77,53,0,0,0
"2097",1998-09-29,8223,71,46,0,0,0
"2098",1998-09-30,5650,52,41,0,0,0
"2099",1998-10-01,4936,46,37,0,0,NA
"2100",1998-10-02,3324,41,35,0.75,0,NA
"2101",1998-10-03,4561,40,32,0.35,0,NA
"2102",1998-10-04,4293,37,30,1.41,1,1
"2103",1998-10-05,3859,37,30,0,0,1
"2104",1998-10-06,4709,48,36,0,0,NA
"2105",1998-10-07,4150,60,43,0,0,NA
"2106",1998-10-08,4139,71,50,0,0,NA
"2107",1998-10-09,4211,66,53,0,0,NA
"2108",1998-10-10,5910,60,48,0,0,NA
"2109",1998-10-11,4226,50,39,0,0,NA
"2110",1998-10-12,3975,56,36,0,0,NA
"2111",1998-10-13,3682,64,44,0,0,NA
"2112",1998-10-14,3387,61,45,0,0,NA
"2113",1998-10-15,3185,51,42,0,0,NA
"2114",1998-10-16,2545,45,35,0.55,0,NA
"2115",1998-10-17,3964,39,31,0.35,6,6
"2116",1998-10-18,3410,50,37,0,0,1
"2117",1998-10-19,2515,53,34,0,0,NA
"2118",1998-10-20,2510,48,34,0,0,NA
"2119",1998-10-21,2237,54,37,0,0,NA
"2120",1998-10-22,2237,67,43,0,0,NA
"2121",1998-10-23,1865,67,49,0,0,NA
"2122",1998-10-24,2068,58,44,0,0,NA
"2123",1998-10-25,2214,59,41,0,0,NA
"2124",1998-10-26,1425,58,48,0,0,NA
"2125",1998-10-27,1684,60,46,0,0,NA
"2126",1998-10-28,1095,49,43,1.43,0,NA
"2127",1998-10-29,1480,51,36,0,0,NA
"2128",1998-10-30,1306,40,29,0,0,NA
"2129",1998-10-31,1585,41,24,0,0,NA
"2130",1998-11-01,1336,44,27,0,0,0
"2131",1998-11-02,791,36,24,0,0,0
"2132",1998-11-03,885,28,22,0.87,7,7
"2133",1998-11-04,913,28,19,0.14,1,8
"2134",1998-11-05,810,27,22,0.1,1,9
"2135",1998-11-06,612,26,22,0.12,1,10
"2136",1998-11-07,604,33,21,0,0,10
"2137",1998-11-08,893,38,19,0,0,6
"2138",1998-11-09,378,30,16,0.5,4,10
"2139",1998-11-10,378,25,14,0,0,10
"2140",1998-11-11,675,39,20,0,0,9
"2141",1998-11-12,899,41,22,0,0,7
"2142",1998-11-13,996,55,31,0,0,5
"2143",1998-11-14,1188,46,36,0,0,3
"2144",1998-11-15,1360,62,42,0,0,1
"2145",1998-11-16,1039,52,35,0,0,0
"2146",1998-11-17,656,51,27,0,0,0
"2147",1998-11-18,493,51,25,0,0,0
"2148",1998-11-19,656,40,28,0,0,0
"2149",1998-11-20,820,45,28,0,0,0
"2150",1998-11-21,1115,51,38,0,0,0
"2151",1998-11-22,1112,56,33,0,0,0
"2152",1998-11-23,942,47,33,0,0,0
"2153",1998-11-24,791,56,38,0,0,0
"2154",1998-11-25,936,48,31,0,0,0
"2155",1998-11-26,1152,65,31,0,0,0
"2156",1998-11-27,2281,64,49,0,0,0
"2157",1998-11-28,1849,60,53,0,0,0
"2158",1998-11-29,1158,55,33,0,0,0
"2159",1998-11-30,604,54,32,0,0,0
"2160",1998-12-01,680,57,41,0,0,0
"2161",1998-12-02,729,54,40,0,0,0
"2162",1998-12-03,658,51,38,0,0,0
"2163",1998-12-04,792,55,28,0,0,0
"2164",1998-12-05,737,29,20,0,0,0
"2165",1998-12-06,582,31,15,0,0,0
"2166",1998-12-07,491,31,20,0,0,0
"2167",1998-12-08,650,41,21,0,0,0
"2168",1998-12-09,602,33,22,0,0,0
"2169",1998-12-10,518,43,24,0,0,0
"2170",1998-12-11,558,48,24,0,0,0
"2171",1998-12-12,885,46,35,0,0,0
"2172",1998-12-13,737,55,33,0,0,0
"2173",1998-12-14,645,62,36,0,0,0
"2174",1998-12-15,588,41,26,0,0,0
"2175",1998-12-16,788,41,28,0,0,0
"2176",1998-12-17,810,58,35,0,0,0
"2177",1998-12-18,575,35,-4,0,0,0
"2178",1998-12-19,774,1,-9,0.03,1,1
"2179",1998-12-20,637,-6,-15,0,0,1
"2180",1998-12-21,720,0,-17,0,0,1
"2181",1998-12-22,718,13,-3,0,0,1
"2182",1998-12-23,780,12,-1,0,0,1
"2183",1998-12-24,477,24,1,0,0,1
"2184",1998-12-25,410,32,23,0,0,0
"2185",1998-12-26,1401,40,20,0,0,0
"2186",1998-12-27,1743,33,23,0,0,0
"2187",1998-12-28,1412,45,23,0,0,0
"2188",1998-12-29,1177,34,1,0,0,0
"2189",1998-12-30,1082,34,14,0,0,0
"2190",1998-12-31,1085,40,13,0,0,0
"2191",1999-01-01,624,34,11,0.1,2,2
"2192",1999-01-02,662,12,-3,0,NA,2
"2193",1999-01-03,585,11,-3,0,0,2
"2194",1999-01-04,463,33,-1,0,0,2
"2195",1999-01-05,513,40,29,0,0,NA
"2196",1999-01-06,259,33,-1,0.56,9,10
"2197",1999-01-07,436,31,1,0,0,9
"2198",1999-01-08,417,28,0,0,0,9
"2199",1999-01-09,487,34,14,0,0,8
"2200",1999-01-10,573,40,20,0,0,8
"2201",1999-01-11,482,50,39,0,0,3
"2202",1999-01-12,439,44,19,0,0,2
"2203",1999-01-13,520,35,24,0,0,0
"2204",1999-01-14,544,47,25,0,0,0
"2205",1999-01-15,463,46,29,0,0,0
"2206",1999-01-16,926,44,26,0,0,0
"2207",1999-01-17,597,32,20,0,0,0
"2208",1999-01-18,458,50,21,0,0,0
"2209",1999-01-19,561,46,33,0,0,0
"2210",1999-01-20,600,47,35,0,0,0
"2211",1999-01-21,458,47,26,0,0,0
"2212",1999-01-22,566,38,19,0,0,0
"2213",1999-01-23,504,35,17,0.5,3,3
"2214",1999-01-24,492,23,8,0.24,NA,4
"2215",1999-01-25,492,39,18,0,0,NA
"2216",1999-01-26,408,48,20,0,0,NA
"2217",1999-01-27,355,NA,15,0,0,NA
"2218",1999-01-28,537,41,14,0,0,NA
"2219",1999-01-29,691,48,31,0,0,NA
"2220",1999-01-30,1267,52,29,0,0,0
"2221",1999-01-31,772,44,36,0,0,0
"2222",1999-02-01,658,NA,26,0,0,0
"2223",1999-02-02,753,42,26,0,0,0
"2224",1999-02-03,666,37,24,0,0,0
"2225",1999-02-04,736,53,23,0,0,0
"2226",1999-02-05,1095,45,28,0,0,0
"2227",1999-02-06,1761,46,26,0,0,0
"2228",1999-02-07,1517,50,39,0,0,0
"2229",1999-02-08,683,45,33,0,0,0
"2230",1999-02-09,870,54,32,0,0,0
"2231",1999-02-10,529,54,18,0.13,1,1
"2232",1999-02-11,560,23,12,0.05,0,0
"2233",1999-02-12,837,40,18,0,0,0
"2234",1999-02-13,2195,62,31,0,0,0
"2235",1999-02-14,2192,58,36,0,0,0
"2236",1999-02-15,879,37,26,0,0,0
"2237",1999-02-16,856,32,28,0,0,0
"2238",1999-02-17,802,39,18,0,0,0
"2239",1999-02-18,895,36,24,0,0,0
"2240",1999-02-19,1082,37,25,0,0,0
"2241",1999-02-20,946,36,22,0,0,0
"2242",1999-02-21,898,32,18,0,0,0
"2243",1999-02-22,596,36,19,0,0,0
"2244",1999-02-23,677,40,22,0,0,0
"2245",1999-02-24,831,39,22,0,0,0
"2246",1999-02-25,949,42,29,0,0,0
"2247",1999-02-26,1153,39,30,0,0,0
"2248",1999-02-27,1660,40,27,0,0,0
"2249",1999-02-28,2142,52,34,0,0,0
"2250",1999-03-01,840,48,30,0,0,0
"2251",1999-03-02,796,56,23,0,0,0
"2252",1999-03-03,798,47,19,0,0,0
"2253",1999-03-04,1011,38,26,0,0,0
"2254",1999-03-05,504,27,16,0.4,8.5,9
"2255",1999-03-06,1573,31,12,0,0,8
"2256",1999-03-07,906,31,20,0,0,8
"2257",1999-03-08,736,37,23,0.17,2,8
"2258",1999-03-09,845,39,19,0,0,6
"2259",1999-03-10,599,35,21,0.29,0,6
"2260",1999-03-11,816,31,12,0,0,6
"2261",1999-03-12,1004,28,22,0,0,6
"2262",1999-03-13,2158,45,21,0,0,4
"2263",1999-03-14,2297,58,33,0,0,2
"2264",1999-03-15,1106,60,36,0,0,1
"2265",1999-03-16,1487,63,34,0,0,0
"2266",1999-03-17,1215,52,32,0,0,0
"2267",1999-03-18,1576,55,34,0,0,0
"2268",1999-03-19,1895,52,31,0,0,0
"2269",1999-03-20,3296,50,33,0,0,0
"2270",1999-03-21,2402,54,25,0,0,0
"2271",1999-03-22,1408,41,32,0.04,0,0
"2272",1999-03-23,1643,51,33,0,0,0
"2273",1999-03-24,1541,44,33,0,0,0
"2274",1999-03-25,2045,55,32,0,0,0
"2275",1999-03-26,2150,68,32,0,0,0
"2276",1999-03-27,3287,56,30,0.02,0.3,0
"2277",1999-03-28,2699,40,25,0,0,0
"2278",1999-03-29,2184,54,27,0,0,0
"2279",1999-03-30,2214,68,27,0,0,0
"2280",1999-03-31,1975,55,27,0,0,0
"2281",1999-04-01,1169,NA,20,0.15,6,6
"2282",1999-04-02,1031,26,17,0.2,2,8
"2283",1999-04-03,1894,28,14,0.2,NA,8
"2284",1999-04-04,2313,40,14,0,0,NA
"2285",1999-04-05,1590,43,25,0,0,NA
"2286",1999-04-06,2589,55,27,0,0,NA
"2287",1999-04-07,2052,50,29,0,0,NA
"2288",1999-04-08,1825,48,34,0.48,0,NA
"2289",1999-04-09,2212,50,33,0.26,0,0
"2290",1999-04-10,1670,35,29,0.4,0,0
"2291",1999-04-11,2797,47,29,0,0,0
"2292",1999-04-12,1803,55,31,0,0,0
"2293",1999-04-13,1836,60,44,0,0,0
"2294",1999-04-14,1722,45,26,0.35,2.5,3
"2295",1999-04-15,1539,34,21,0,0,1
"2296",1999-04-16,2088,34,22,0,0,1
"2297",1999-04-17,3097,48,24,0,0,0
"2298",1999-04-18,3056,62,43,0,0,0
"2299",1999-04-19,2313,67,40,0,0,0
"2300",1999-04-20,2072,54,44,0.05,0,0
"2301",1999-04-21,1798,45,33,0,0,0
"2302",1999-04-22,1805,34,31,0,0,0
"2303",1999-04-23,2238,37,28,0,0,0
"2304",1999-04-24,3048,39,32,0,0,0
"2305",1999-04-25,1918,41,35,0.6,0,0
"2306",1999-04-26,2286,47,34,0,0,0
"2307",1999-04-27,2514,55,39,0,0,0
"2308",1999-04-28,2521,48,42,0,0,0
"2309",1999-04-29,2104,43,39,0.05,0,0
"2310",1999-04-30,2941,48,41,0,0,0
"2311",1999-05-01,3484,53,43,0,0,0
"2312",1999-05-02,3116,53,39,0,0,0
"2313",1999-05-03,2745,50,40,0,0,0
"2314",1999-05-04,3199,53,38,0,0,0
"2315",1999-05-05,3014,42,35,0,0,0
"2316",1999-05-06,2813,47,32,0,0,0
"2317",1999-05-07,3468,61,NA,0,0,0
"2318",1999-05-08,4726,56,37,0,0,0
"2319",1999-05-09,2971,53,38,0,0,0
"2320",1999-05-10,2946,41,32,0.58,0,0
"2321",1999-05-11,4674,47,33,0,0,0
"2322",1999-05-12,4574,60,34,0,0,0
"2323",1999-05-13,4024,55,41,0,0,0
"2324",1999-05-14,3297,49,41,0,0,0
"2325",1999-05-15,6895,48,40,0,0,0
"2326",1999-05-16,6032,43,38,0,0,0
"2327",1999-05-17,5495,49,40,0,0,0
"2328",1999-05-18,5735,69,36,0,0,0
"2329",1999-05-19,5588,70,51,0.58,0,0
"2330",1999-05-20,5705,62,47,0.32,0,0
"2331",1999-05-21,5850,70,47,0.27,0,0
"2332",1999-05-22,6262,58,47,0.22,0,0
"2333",1999-05-23,7381,64,43,0,0,0
"2334",1999-05-24,7194,66,50,0,0,0
"2335",1999-05-25,7165,66,52,0,0,0
"2336",1999-05-26,6800,75,49,0,0,0
"2337",1999-05-27,7689,66,48,0,0,0
"2338",1999-05-28,9179,75,53,0,0,0
"2339",1999-05-29,12677,78,59,0,0,0
"2340",1999-05-30,13054,65,39,0,0,0
"2341",1999-05-31,10090,50,38,0.16,0,0
"2342",1999-06-01,11105,70,44,0,0,0
"2343",1999-06-02,10690,75,50,0.55,0,0
"2344",1999-06-03,11971,70,49,0.5,0,0
"2345",1999-06-04,12969,74,55,0.06,0,0
"2346",1999-06-05,15348,64,48,0.56,0,0
"2347",1999-06-06,16238,59,44,0.24,0,0
"2348",1999-06-07,14945,75,48,0.03,0,0
"2349",1999-06-08,14832,81,53,0,0,0
"2350",1999-06-09,13881,62,52,0,0,0
"2351",1999-06-10,10866,53,42,0.86,0,0
"2352",1999-06-11,15051,57,44,0.34,0,0
"2353",1999-06-12,16155,64,44,1.62,NA,NA
"2354",1999-06-13,19415,64,44,0.04,0,NA
"2355",1999-06-14,16049,64,40,1.55,0,NA
"2356",1999-06-15,17852,50,42,0.25,0,NA
"2357",1999-06-16,17795,56,44,0,0,0
"2358",1999-06-17,16295,67,47,0.15,0,0
"2359",1999-06-18,16931,71,52,1.8,0,0
"2360",1999-06-19,18949,79,51,0.84,0,0
"2361",1999-06-20,20092,80,57,0,0,0
"2362",1999-06-21,20282,85,69,0,0,0
"2363",1999-06-22,20660,76,53,0.21,0,0
"2364",1999-06-23,18425,70,50,0,0,0
"2365",1999-06-24,18607,75,50,0,0,0
"2366",1999-06-25,21548,88,64,0,0,0
"2367",1999-06-26,19444,86,52,0.2,0,0
"2368",1999-06-27,20067,66,47,0.13,0,0
"2369",1999-06-28,21452,66,44,0.05,0,0
"2370",1999-06-29,20349,68,53,0.01,0,0
"2371",1999-06-30,18464,64,52,0.1,0,0
"2372",1999-07-01,20211,66,47,0.01,0,0
"2373",1999-07-02,19408,71,50,0,0,0
"2374",1999-07-03,32050,81,50,0,0,0
"2375",1999-07-04,30554,90,60,0,0,0
"2376",1999-07-05,23924,77,54,0,0,0
"2377",1999-07-06,25693,75,53,0,0,0
"2378",1999-07-07,25288,86,63,0.01,0,0
"2379",1999-07-08,24257,80,61,0,0,0
"2380",1999-07-09,22771,73,52,0,0,0
"2381",1999-07-10,23708,73,48,0,0,0
"2382",1999-07-11,23465,76,47,0,0,0
"2383",1999-07-12,25185,82,63,0,0,0
"2384",1999-07-13,25043,85,70,0,0,0
"2385",1999-07-14,23689,79,66,0,0,0
"2386",1999-07-15,21344,82,58,0.19,0,0
"2387",1999-07-16,21388,60,51,0,0,0
"2388",1999-07-17,19253,65,50,1.2,0,0
"2389",1999-07-18,29934,75,50,0,0,0
"2390",1999-07-19,23792,76,57,0.71,0,0
"2391",1999-07-20,28484,75,56,0.44,0,0
"2392",1999-07-21,25555,89,63,0,0,0
"2393",1999-07-22,22735,85,70,0,0,0
"2394",1999-07-23,23046,87,66,0,0,0
"2395",1999-07-24,24566,89,66,0,0,0
"2396",1999-07-25,26004,77,66,0,0,0
"2397",1999-07-26,26443,74,62,0,0,0
"2398",1999-07-27,25278,91,68,0,0,0
"2399",1999-07-28,24143,95,69,0,0,0
"2400",1999-07-29,22149,89,74,0,0,0
"2401",1999-07-30,22768,82,67,0,0,0
"2402",1999-07-31,18673,70,50,1.7,0,0
"2403",1999-08-01,25982,64,50,0.75,0,0
"2404",1999-08-02,26347,79,50,0,0,0
"2405",1999-08-03,25016,76,63,0.02,0,0
"2406",1999-08-04,23321,72,58,0,0,0
"2407",1999-08-05,21805,76,61,0,0,0
"2408",1999-08-06,22598,73,59,0.17,0,0
"2409",1999-08-07,25951,72,60,0.06,0,0
"2410",1999-08-08,25990,89,60,0,0,0
"2411",1999-08-09,30246,80,56,0,0,0
"2412",1999-08-10,31751,84,62,0,0,0
"2413",1999-08-11,24698,85,66,0.04,0,0
"2414",1999-08-12,21909,69,51,0.02,0,0
"2415",1999-08-13,22672,70,47,0,0,0
"2416",1999-08-14,17933,89,54,0,0,0
"2417",1999-08-15,20848,86,59,0,0,0
"2418",1999-08-16,22062,80,53,0,0,0
"2419",1999-08-17,22283,79,60,0,0,0
"2420",1999-08-18,20423,73,56,0,0,0
"2421",1999-08-19,19217,82,56,0,0,0
"2422",1999-08-20,18151,83,66,0,0,0
"2423",1999-08-21,17371,80,59,0.04,0,0
"2424",1999-08-22,16913,79,58,0.02,0,0
"2425",1999-08-23,15197,75,57,0,0,0
"2426",1999-08-24,14853,82,57,0,0,0
"2427",1999-08-25,14170,85,56,0,0,0
"2428",1999-08-26,12362,85,68,0,0,0
"2429",1999-08-27,12173,89,69,0,0,0
"2430",1999-08-28,11402,78,65,0,0,0
"2431",1999-08-29,11282,72,57,0.27,0,0
"2432",1999-08-30,9926,82,59,0,0,0
"2433",1999-08-31,9377,87,64,0,0,0
"2434",1999-09-01,7528,64,52,0.04,0,0
"2435",1999-09-02,5709,63,52,0.3,0,0
"2436",1999-09-03,10692,62,45,0.34,0,0
"2437",1999-09-04,15485,46,40,0.02,0,0
"2438",1999-09-05,24737,69,39,0,0,0
"2439",1999-09-06,13201,80,53,0,0,0
"2440",1999-09-07,9691,73,49,0,0,0
"2441",1999-09-08,9487,62,47,0,0,0
"2442",1999-09-09,9960,63,44,0,0,0
"2443",1999-09-10,10168,73,51,0,0,0
"2444",1999-09-11,10466,66,41,0.14,0,0
"2445",1999-09-12,11200,66,39,0,0,0
"2446",1999-09-13,9835,56,39,0,0,0
"2447",1999-09-14,10284,54,40,0,0,0
"2448",1999-09-15,9676,63,42,0,0,0
"2449",1999-09-16,9016,73,49,0,0,0
"2450",1999-09-17,9357,79,NA,0,0,0
"2451",1999-09-18,9420,71,44,0,0,0
"2452",1999-09-19,8341,50,38,0.28,0,0
"2453",1999-09-20,8020,58,39,0,0,0
"2454",1999-09-21,8031,69,44,0,0,0
"2455",1999-09-22,7636,77,54,0,0,0
"2456",1999-09-23,7082,76,58,0,0,0
"2457",1999-09-24,7391,80,56,0,0,0
"2458",1999-09-25,7469,74,46,0,0,0
"2459",1999-09-26,6420,49,36,0.5,NA,NA
"2460",1999-09-27,5101,42,32,0.03,NA,NA
"2461",1999-09-28,5605,44,31,0.02,NA,NA
"2462",1999-09-29,5477,64,37,0,0,NA
"2463",1999-09-30,5073,55,42,0,0,NA
"2464",1999-10-01,3983,42,25,0,NA,0
"2465",1999-10-02,4225,31,25,0.25,NA,1
"2466",1999-10-03,5673,44,26,0.18,0,0
"2467",1999-10-04,4911,68,39,0,0,0
"2468",1999-10-05,4380,63,44,0,0,0
"2469",1999-10-06,4406,77,52,0,0,0
"2470",1999-10-07,3833,64,44,0,0,0
"2471",1999-10-08,4349,68,46,0,0,0
"2472",1999-10-09,5930,73,46,0,0,0
"2473",1999-10-10,4787,60,45,0,0,0
"2474",1999-10-11,4054,79,47,0,0,0
"2475",1999-10-12,3362,60,45,0,0,0
"2476",1999-10-13,3283,68,38,0,0,0
"2477",1999-10-14,3330,68,53,0,0,0
"2478",1999-10-15,3018,54,33,0,0,0
"2479",1999-10-16,3298,40,28,0,0,0
"2480",1999-10-17,3040,50,28,0,0,0
"2481",1999-10-18,2323,43,31,0.02,0,0
"2482",1999-10-19,2456,46,30,0,0,0
"2483",1999-10-20,2432,63,42,0,0,0
"2484",1999-10-21,2780,64,51,0,0,0
"2485",1999-10-22,3183,55,39,0,0,0
"2486",1999-10-23,3510,59,34,0,0,0
"2487",1999-10-24,2987,68,34,0,0,0
"2488",1999-10-25,1976,65,47,0,0,0
"2489",1999-10-26,1932,72,53,0,0,0
"2490",1999-10-27,1635,64,31,0,0,0
"2491",1999-10-28,1737,60,28,0,0,0
"2492",1999-10-29,1572,55,42,0,0,0
"2493",1999-10-30,2122,58,40,0,0,0
"2494",1999-10-31,2060,70,43,0,0,0
"2495",1999-11-01,1088,43,27,0,0,0
"2496",1999-11-02,1258,57,27,0,0,0
